STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY ,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,WQI,class
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN,33,6.8,8,374,21,1.5,180,1800,245.3970626,Unsuitable for drinking
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN,30,5.9,7.4,7173,12,58.1,7,607,163.2411319,Unsuitable for drinking
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",DAMAN,28,7.3,7.4,332,0.7,0.3,6,12,48.50082783,Good
1860,BALEHWAR KHADI AT N.H. NO. 7,GUJARAT,30,5.7,8,601,7.4,0.5,14600,28666,454.8349458,Unsuitable for drinking
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,30,4.7,8.3,753,3.7,0.5,9166,21333,310.4301954,Unsuitable for drinking
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,28,5.8,7.8,16177,3,0.5,10100,25000,315.1032588,Unsuitable for drinking
1865,RIVER DHADAR AT KOTHADA,GUJARAT,30,2.5,7.5,1108,6,0.6,16,85,120.6851817,Unsuitable for drinking
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,30,6.1,8.1,14921,3.2,0.3,4300,23625,191.8577113,Unsuitable for drinking
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,30,0.6,7.1,3115,36.5,1.7,4450,15425,494.7958406,Unsuitable for drinking
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,27,3.2,7.8,5073,5.8,0.2,833,1366,139.9212597,Unsuitable for drinking
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",GUJARAT,30,4.2,8.2,901,6.7,0.4,9750,21500,350.6203968,Unsuitable for drinking
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR.,GUJARAT,28,2.9,8.3,11405,5.6,0.1,49,148,132.0618672,Unsuitable for drinking
2082,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,29,5,7.7,47156,3.1,0.1,41,114,97.09398116,Very Poor
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,31,7.2,6.3,14100,1.6,0.41,13,17,41.04950145,Good
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,29,5.5,7.8,401,1.3,0.21,2,5,69.33099304,Poor
1475,ZUARI AT PANCHAWADI,GOA,30,6.2,6.9,11000,1.3,0.48,13,17,52.94642435,Poor
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29,6.5,6.8,30190,2.3,0.04,5,8,62.61407681,Poor
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,24,8.1,7.7,7400,2.6,0.1,79,130,69.85128551,Poor
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,27,7.8,6.4,609,2.3,0.08,49,70,43.89853971,Good
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,27,7.8,6.4,90,2,0.268,13,17,40.34205438,Good
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,28,7.2,6.5,8240,1.6,0.25,17,46,43.30958812,Good
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,27,4.2,7.6,5543,0.7,0.18,2,8,67.93054348,Poor
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,26,6.5,6.4,505,1.6,0.13,8,13,43.02021681,Good
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,28,7.4,6.9,3844,2,0.15,5,10,51.58104087,Poor
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28,5.4,7,7692,1.7,0.92,29,48,61.75268667,Poor
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,27,6.6,7.2,692,1.9,0.34,105,175,61.32616986,Poor
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29,5.1,7.5,107.4,2.3,0.38,1201,1754,101.7360155,Unsuitable for drinking
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29,7.3,6.8,20640,2.5,0.42,87,162,60.32240783,Poor
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28,7.2,6.9,5350,2.2,0.28,134,206,57.55316812,Poor
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,28,7,6.8,4800,3,0.32,69,126,62.29021536,Poor
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,28,5.5,7.7,8092,7.6,0.72,410,800,134.302073,Unsuitable for drinking
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,29,6.9,7.6,136,3.8,0.26,143,309,84.38392232,Very Poor
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,29,6.9,7.7,120,3.9,0.37,207,280,88.42164899,Very Poor
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,28,6.7,8,111,3.6,0.31,45,143,88.3173429,Very Poor
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,26,6.9,7.3,229,3.8,0.68,108,257,78.45736232,Very Poor
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,29,6.8,7.5,171,3.8,0.34,88,199,81.90575594,Very Poor
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,29,6.9,7.3,183,2.2,1.25,2,56,61.95954232,Poor
2168,MITHI RIVER,MAHARASHTRA,34,3.3,7.6,29464,19.4,1.78,1195,1536,269.9317394,Unsuitable for drinking
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,32,5.4,7.2,925,11.7,0.78,279,512,157.86772,Unsuitable for drinking
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,22,6.2,7.2,13848,2.5,4.11,6,127,69.66976435,Poor
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26,7,7.4,225,3.8,0.26,152,375,80.66383536,Very Poor
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,35,6.6,8.1,102,3.9,0.26,165,345,95.87902319,Very Poor
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,28,8.1,6.3,1414,1.1,0.31,100,690,31.56262551,Good
18,"PERIYAR AT KALADY, KERALA",KERALA,27,6.9,6.8,41,0.8,0.22,261,1487,46.78160899,Good
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,27,6.9,6.9,78,0.5,0.23,393,703,48.61596232,Good
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,26,6.7,6.9,5507,0.6,0.28,433,715,52.5498229,Poor
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,27,7.3,7,49,0.7,0.66,228,445,46.53538783,Good
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,28,6.7,6.7,67,1.3,0.4,309,1025,51.4183429,Poor
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,29,6.5,6.6,109,1.2,0.37,142,679,45.99845681,Good
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,26,0.7,6.6,4235,12.5,1.48,40833,59417,1087.15164,Unsuitable for drinking
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27,6.9,6.5,108,1,0.42,540,1083,49.45763565,Good
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,28,6.4,6.6,48,1,0.25,154,603,44.93108377,Good
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26,7.2,6.7,109,0.8,0.44,1000,1400,59.95412145,Poor
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,29,6.8,7.1,61,1.5,0.5,130,485,55.58656928,Poor
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,28,6.1,6.7,244,0.9,0.33,655,1113,58.4613113,Poor
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,27,6.8,7,62,0.6,0.93,240,434,48.35078261,Good
1384,"MANIMALA AT THONDRA, KERALA",KERALA,28,7.1,7,59,0.8,0.71,540,890,55.38352841,Poor
1442,"VAMANAPURAM, KERALA",KERALA,27,7.4,6.6,64,0.7,0.29,288,1425,40.61474754,Good
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,26,6.4,7,79,0.8,0.73,271,493,52.72548377,Poor
1563,"NEYYAR AMARAVILA, KERALA",KERALA,26,7.2,6.7,73,0.9,0.28,335,2150,46.28240812,Good
1564,"AYUR, KERALA",KERALA,27,6.2,7,83,0.6,0.93,282,505,52.18574435,Poor
1565,"PAMBA DOWN, KERALA",KERALA,29,6.1,6.7,55,1.4,0.55,825,1450,66.70092464,Poor
1566,"THIRURANGADY, KERALA",KERALA,28,6.6,6.5,79,0.8,0.13,195,650,41.37264986,Good
1567,"KUTTIYADY ESTATE, KERALA",KERALA,26,6.9,6.7,198,0.3,0.2,40,180,35.48032232,Good
1568,"MAHI VALAYAM, KERALA",KERALA,27,7.3,6.5,44,0.5,0.21,233,400,36.13528783,Good
1569,"KUPPAM THALIPARAMBA, KERALA",KERALA,28,6.2,6.6,15738,1,0.93,233,360,51.11184435,Poor
1570,"NEELASHWER HOSDURG, KERALA",KERALA,29,5.2,7.1,18459,1,0.13,518,918,71.53512725,Poor
1571,"KORINGODA KAKKADAVU,  KERALA",KERALA,28,7.4,7,45,1.1,0.11,1043,1933,67.87294754,Poor
1572,"CHANDRIGIRI PADIYATHADKA, KERALA",KERALA,28,7.6,6.7,52,1.1,0.11,613,963,51.98791362,Poor
1573,"CHAITRAPUZHA IRUMPANAM, KERALA",KERALA,28,2.9,6.3,841,2,1.07,430,913,71.84504058,Poor
2284,R NEYYAR AT ARUVIPURAM,KERALA,26,6.6,6.7,72,0.7,0.32,463,1655,50.12258319,Poor
2285,R MAMOM AT MAMOM BRIDGE,KERALA,26,6.4,6.7,122,0.7,0.34,343,1630,48.44044377,Good
2286,R AYROOR AT AYROOR BRIDGE,KERALA,26,5.4,6.6,102,0.9,0.26,240,1913,51.05852667,Poor
2287,R ITHIKKARA AT ITHIKKARA,KERALA,27,6.2,7,5656,0.9,1.05,162,289,53.38100435,Poor
2288,R PALLICKAL AT NELLIMUKAL,KERALA,27,6.9,7.1,71,0.5,0.26,125,246,46.06636232,Good
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,28,6.7,6.5,55,0.9,0.6,265,500,43.33686957,Good
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,28,5.7,6.7,127,1.9,0.35,221,473,59.4819058,Poor
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,28,6,6.9,77,1.8,0.61,290,500,62.17371159,Poor
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,28,5.2,6.1,4968,1.1,0.14,235,820,45.81754058,Good
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,28,7.4,6.4,78,1.2,0.12,280,720,41.22134087,Good
2294,R KALLAI AT KALLAI BRIDGE,KERALA,27,3.5,7.3,20430,1.3,0.62,560,1290,87.33843884,Very Poor
2295,R CORAPUZHA AT KANAYANKODE,KERALA,27,6,7.1,13257,1.1,0.14,750,1465,72.67582493,Poor
2296,R THALLASSERY AT PATHIPPALAM,KERALA,28,6.4,6.1,62,0.7,0.28,213,425,34.86658377,Good
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,27,6.6,6.3,59,1,0.16,248,385,40.78292986,Good
2298,R KUPPAM AT RAYAROM,KERALA,27,7.1,6.4,59,0.9,0.13,178,275,37.65381507,Good
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28,6.4,7.1,7035,0.8,0.19,110,195,52.30910377,Poor
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,28,7.3,6.2,51,0.9,0.21,195,340,33.61662783,Good
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,29,6.8,6.5,80,0.8,0.26,53,100,37.16570928,Good
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,28,6.4,6.7,3131,2.2,0.12,820,1055,72.77157043,Poor
2303,R PULLUR AT PULLUR BR.,KERALA,27,5.8,6.5,59,1.5,0.13,1800,2788,87.35420551,Very Poor
2304,R MOGRAL AT MOGRAL BR.,KERALA,28,5.2,7.2,19885,1.2,0.18,843,2275,82.84175391,Very Poor
2305,R SHRIYA AT ANGADIMOGARU,KERALA,27,7.7,6.8,67,0.9,0.08,1740,2257,76.66382667,Very Poor
2306,R UPPALA AT  UPPALA BR.,KERALA,28,5.7,7.2,19085,1.4,0.09,1845,2785,104.2772791,Unsuitable for drinking
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,25,6.7,6.3,177,1.2,0.2,1583,2807,72.13891623,Poor
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,28,6.4,6.4,4165,1.2,0.13,168,303,44.36550377,Good
2326,R KORAYAR AT KANJIKODE,KERALA,27,6.2,7.6,498,0.4,0.28,613,1400,68.36357768,Poor
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,27,6.8,7.5,119,0.4,0.18,478,918,60.55720261,Poor
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,27,7.1,7.6,161,0.5,0.19,710,1675,67.03921507,Poor
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,28,5.9,6.7,70,1.7,0.5,74,428,53.49459188,Poor
2334,RIVER PERIYAR AT PATHALAM,KERALA,28,5.8,6.5,864,1.5,0.37,199,876,51.75480551,Poor
2335,R PERIYAR AT KALAMASSERY,KERALA,29,4.7,6.6,69,1.8,0.26,234,1083,62.07047536,Poor
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,28,6.5,6.6,1204,1.2,0.24,175,689,46.95664348,Good
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28,1.4,6.2,129,2.2,0.48,351,882,77.12187826,Very Poor
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,28,1.5,6.3,73,1.5,0.12,298,1225,71.0328713,Poor
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,28,7,7.5,226,1.1,2.3,3,83,55.36555536,Poor
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,30,7.7,8.1,330,1.9,0.9,1675,3025,106.9638,Unsuitable for drinking
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,30,7.5,7.9,20786,1.3,0.6,613,868,79.66555391,Very Poor
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,28,7.2,8.2,315,1.7,1.7,2600,4275,130.1365014,Unsuitable for drinking
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,28,7.6,8.1,301,1.5,0.5,2360,4175,119.2454736,Unsuitable for drinking
2422,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",ODISHA,28,7.3,8,225,1.3,0.5,1295,2175,93.18911449,Very Poor
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ODISHA,27,7.4,8,238,1.9,0.2,2950,5975,135.4007875,Unsuitable for drinking
2424,BUDHABALANGA AT BALASORE D/S,ODISHA,27,7.2,7.7,835,2,0.7,1550,2750,100.5766681,Unsuitable for drinking
2425,"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ODISHA,29,7.2,7.8,169,1.3,0.4,328,690,68.47754812,Poor
2426,Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ODISHA,28,7,8.1,240,1,0.4,785,1525,82.29114203,Very Poor
2427,Vansdhara GUNUPUR (INTERSTATE BOUNDRY),ODISHA,29,7.4,8.1,153,1.7,0.5,505,1105,80.27458754,Very Poor
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,24,7.4,6.8,337,1.3,0.1,115,208,45.3461942,Good
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMIL NADU,28,7.5,6.7,180,1.3,0.1,100,176,42.75602725,Good
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,28,6.9,6.8,127,2.4,0.1,222,357,59.84010899,Poor
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,30,7,7,305,1.5,0.1,113,191,52.45796203,Poor
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMIL NADU,27,7.2,6.7,323,1.6,0.1,94,167,46.75176812,Good
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,26,7.4,6.7,364,1.6,0.1,91,150,45.7285742,Good
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,29,7.5,7.2,473,2.1,0.1,220,338,61.26972725,Poor
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,26,6.7,7.4,544,2,0.3,158,253,66.35380957,Poor
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,27,7,7.2,286,9.5,0.9,85,189,126.2100087,Unsuitable for drinking
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,28,6.4,7,307,1,0.426666667,457,507,58.62655932,Poor
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,29,6.6,7.1,250,1.5,0.67,74,544,55.38428986,Poor
2352,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",ANDHRA PRADESH,28,6.5,7.9,566,0.9,3.8,3,32,63.17217014,Poor
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,22,6,7.3,755,6,2.1,1000,4950,123.2781783,Unsuitable for drinking
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,21,4.9,7.4,892,14,4.4,8000,75000,371.5147414,Unsuitable for drinking
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,22,5,6.7,813,7.5,2.2,1300,9000,138.4957412,Unsuitable for drinking
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,21,5.6,7.3,964,14,4.2,8000,70000,365.3051061,Unsuitable for drinking
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",PUNJAB,20,5.7,7.4,968,9.5,3.1,5000,25500,250.5166325,Unsuitable for drinking
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,21,5.3,7.4,779,10,3.1,7000,52500,306.9654003,Unsuitable for drinking
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,21,4.8,7.4,825,19,4.6,9500,75000,449.4129551,Unsuitable for drinking
1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",PUNJAB,23,2.9,7.3,1035,13,3.9,3050,27500,250.6802739,Unsuitable for drinking
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",PUNJAB,21,4.5,7.2,885,10.5,3.3,1100,12000,172.5132826,Unsuitable for drinking
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,20,4.8,7.5,896,10,4.1,7000,70000,315.0919084,Unsuitable for drinking
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",PUNJAB,24,3.1,7.6,1130,11.5,4.1,9000,75000,383.6358667,Unsuitable for drinking
1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",PUNJAB,25,3.1,7.6,1000,10,3.7,6000,62500,301.2355333,Unsuitable for drinking
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,22,5.48,7.82,721.5,6.9,1.26,87.25,249,121.4686254,Unsuitable for drinking
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,23,4.8,7.3,260,0.8,1.1,3,7,59.68142841,Poor
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,18,9.6,7.1,225,4.4,3,310,460,72.06884783,Poor
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24,7.4,7.8,272,0.9,0.12,8,295,56.80772087,Poor
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24,7.5,7.8,327,1.2,0.116666667,0,56,58.76458947,Poor
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,26,8.1,7.8,365,1.3,0.14,13,33,57.05641884,Poor
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,26,7.9,7.5,350,1.8,0.145,41,90,57.86517942,Poor
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,28,6.6,7.7,143,1.3,0,201,322,66.69095652,Poor
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29,6.3,7.6,164,2.8,0.1,442,577,85.07397072,Very Poor
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28,5.7,7.8,170,3.4,0.2,469,608,97.3594658,Very Poor
1631,MYNTDU JAINTIA HILLS MEGHALAYA,MEGHALAYA,21,6.4,7.02,187.63,3.18,2.68,2225,2925,118.0959824,Unsuitable for drinking
1633,"SIMSANG, WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,25,8.35,7.12,110.75,1.52,3.08,252.5,355,51.62563645,Poor
1632,"GANOL, TURA, MEGHALAYA",MEGHALAYA,24,8.45,6.95,104.25,1.2,2.6,222.5,312.5,44.63444949,Good
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",MEGHALAYA,25,7.2,7.8,262,0.28,0.15,19,50,52.47193478,Poor
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",GUJARAT,25,4.9,7.4,10362,9.7,0.64,14,29,142.1392281,Unsuitable for drinking
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,27,5.1,7.8,530,2.73,0.6,64125,137000,1531.241921,Unsuitable for drinking
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,28,6,8.2,612,2.28,0.4,28650,68650,730.8344116,Unsuitable for drinking
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,30,6.1,8.1,8782,1.9,0.43,16100,38667,443.1029846,Unsuitable for drinking
1865,RIVER DHADAR AT KOTHADA,GUJARAT,27,1.1,7.8,1076,7.67,0.63,28,77,147.6709191,Unsuitable for drinking
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,29,6.8,8,3431,2.8,0.3,32120,49061,801.1034226,Unsuitable for drinking
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,25,4.5,7.6,1161,7.43,0.53,99,259,127.3343893,Unsuitable for drinking
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,25,6,7.3,8838,5.58,0.7,14,31,98.31275159,Very Poor
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,30,0,7.1,3080,46,4.8,3000,9000,548.6490957,Unsuitable for drinking
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,29,5.6,8,1265,2.13,0.1,503,1693,91.29057942,Very Poor
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR.,GUJARAT,28,4.1,7.9,4491,16.5,0.1,58,116,214.5024038,Unsuitable for drinking
2082,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,29,6.3,7.9,43983,1.83,1.22,105,188,83.92488406,Very Poor
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,30,6.6,7.8,37,2.25,0.01,10,13,72.52504986,Poor
1475,ZUARI AT PANCHAWADI,GOA,28,6.8,7.1,11,1.65,0.07,22,33,54.37011594,Poor
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,27,6.5,7.5,28,4.55,0.05,20,44,88.38795014,Very Poor
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,28,7.1,8,49,1.25,0.02,3,7,64.58732841,Poor
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,26,7.6,7.3,93,0.95,0.03,240,350,52.69822696,Poor
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,26,7.4,7,67,2.45,0.13,467,809,66.8532942,Poor
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,27,7,7.3,89,1.5,0.02,30,42,55.74261536,Poor
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29,5.4,7.3,75,1.8,0.06,350,2400,73.68766,Poor
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,28,6.7,7.2,95,1.4,0.1,18,22,54.3051429,Poor
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,28,6.8,6.9,58,1.9,0.03,25,53,53.18778261,Poor
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,25,5.6,6.8,67,1.9,0.06,82,137,58.50826609,Poor
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28,5.2,7.2,29,1.65,0.04,37,144,64.16010725,Poor
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,26,6.2,7.1,146,2.1,0.09,920,2400,81.63846435,Very Poor
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,31,3.6,7,29,2,0.09,33,170,71.40648522,Poor
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,30,6.8,7.2,1370,2.6,0.08,33,110,65.07562928,Poor
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,28,8.1,7.1,335,3.2,0.21,1300,5400,91.34771217,Very Poor
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,26,6.3,7.6,119,3.67,0.37,157,781,86.54121072,Very Poor
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,27,6.4,7.6,109,3.4,0.42,95,316,82.20085043,Very Poor
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,27,5.9,7.2,119,4.04,0.65,133,223,84.17425188,Very Poor
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,25,5.3,7.7,109,3.25,0.38,165,296,89.43923362,Very Poor
